ID,Date Time,Parent,Type,Object,Status,Message
6421,03-06-2024 20:13:55,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/43 IP-SLA KALWA to YOTTA 45MB (172.10.1.1) to (172.10.1.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:13:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">524 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:13:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">536 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
5577,03-06-2024 20:13:38,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Down,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
7192,03-06-2024 20:13:36,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ip sla Eth1/46 CHENNAI_TO_NEXTRA_PRI,Down,"<div class=""logmessage"">47 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6422,03-06-2024 20:13:27,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Up,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>"
7189,03-06-2024 20:13:17,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ip sla Eth1/39 BKC_TO_KOHINOOR_KURLAPOP,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6422,03-06-2024 20:12:57,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6864,03-06-2024 20:12:49,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
7189,03-06-2024 20:12:47,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ip sla Eth1/39 BKC_TO_KOHINOOR_KURLAPOP,Down,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:12:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">330 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:12:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">325 Mbit/s<div class=""moreicon""></div></div>"
6255,03-06-2024 20:12:27,HUAWEI S5720 @CDC-JP-105 (172.16.1.13),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6421,03-06-2024 20:12:25,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/43 IP-SLA KALWA to YOTTA 45MB (172.10.1.1) to (172.10.1.2),Up,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>"
6864,03-06-2024 20:12:19,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
4351,03-06-2024 20:12:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">476 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6271,03-06-2024 20:12:14,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:12:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">477 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
5577,03-06-2024 20:12:08,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6255,03-06-2024 20:11:57,HUAWEI S5720 @CDC-JP-105 (172.16.1.13),Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
6421,03-06-2024 20:11:55,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/43 IP-SLA KALWA to YOTTA 45MB (172.10.1.1) to (172.10.1.2),Down,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6285,03-06-2024 20:11:51,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6271,03-06-2024 20:11:44,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.10 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
5577,03-06-2024 20:11:38,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6297,03-06-2024 20:11:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6285,03-06-2024 20:11:21,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
4351,03-06-2024 20:11:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">396 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:11:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">396 Mbit/s<div class=""moreicon""></div></div>"
6297,03-06-2024 20:11:03,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
7204,03-06-2024 20:11:02,Cisco 31108 @NSE-PHASE-4 (172.16.4.1),Cisco IP SLA,ip sla Eth1/49_UPLINK_P4_4.1_Eth1/49_TO_P4_4.4.4.5_Eth2/1,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
4351,03-06-2024 20:10:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">591 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:10:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">587 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6297,03-06-2024 20:10:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
7204,03-06-2024 20:10:32,Cisco 31108 @NSE-PHASE-4 (172.16.4.1),Cisco IP SLA,ip sla Eth1/49_UPLINK_P4_4.1_Eth1/49_TO_P4_4.4.4.5_Eth2/1,Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
7190,03-06-2024 20:10:27,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
7190,03-06-2024 20:09:57,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:09:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">494 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
7032,03-06-2024 20:09:39,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,System Health Other,Up,"<div class=""logmessage"">-1,985 mdBm<div class=""moreicon""></div></div>"
4351,03-06-2024 20:09:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">314 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:09:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">436 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
7191,03-06-2024 20:09:03,Cisco 31108 @ BHANDUP (172.16.9.1)(9.9.9.1),Cisco IP SLA,ip sla Eth1/37 BHANDUP_TO_KALWA_PRIMARY_LINK_Eth1/37,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
4286,03-06-2024 20:08:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">388 Mbit/s<div class=""moreicon""></div></div>"
6265,03-06-2024 20:08:43,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
7191,03-06-2024 20:08:33,Cisco 31108 @ BHANDUP (172.16.9.1)(9.9.9.1),Cisco IP SLA,ip sla Eth1/37 BHANDUP_TO_KALWA_PRIMARY_LINK_Eth1/37,Down,"<div class=""logmessage"">7 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:08:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">439 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:08:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">429 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6265,03-06-2024 20:08:13,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
5573,03-06-2024 20:08:01,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6422,03-06-2024 20:07:57,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Up,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>"
4351,03-06-2024 20:07:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">354 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:07:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">356 Mbit/s<div class=""moreicon""></div></div>"
7032,03-06-2024 20:07:39,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,System Health Other,Warning,"<div class=""logmessage"">-3,979 mdBm (Ethernet1/36(dBm)  Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm)  Tx Power<div class=""moreicon""></div></div>"
5573,03-06-2024 20:07:31,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:07:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">591 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:07:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">590 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6422,03-06-2024 20:06:57,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Down,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6265,03-06-2024 20:06:43,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.17 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.07 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6303,03-06-2024 20:06:39,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6297,03-06-2024 20:06:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:06:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">302 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:06:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">307 Mbit/s<div class=""moreicon""></div></div>"
6259,03-06-2024 20:06:12,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6303,03-06-2024 20:06:09,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.07 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
7191,03-06-2024 20:06:03,Cisco 31108 @ BHANDUP (172.16.9.1)(9.9.9.1),Cisco IP SLA,ip sla Eth1/37 BHANDUP_TO_KALWA_PRIMARY_LINK_Eth1/37,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6297,03-06-2024 20:06:03,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6424,03-06-2024 20:05:54,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth-1/41 IP-SLA CDC to STT-TECHNOPOLIS  (172.1.2.2) to (172.1.2.1),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
4351,03-06-2024 20:05:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">449 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:05:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">447 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6259,03-06-2024 20:05:42,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.10 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
7191,03-06-2024 20:05:33,Cisco 31108 @ BHANDUP (172.16.9.1)(9.9.9.1),Cisco IP SLA,ip sla Eth1/37 BHANDUP_TO_KALWA_PRIMARY_LINK_Eth1/37,Down,"<div class=""logmessage"">8 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6297,03-06-2024 20:05:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6354,03-06-2024 20:05:29,Cisco Nexus 3064 @ NSE-IFSC (172.16.8.21),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6297,03-06-2024 20:05:03,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
6354,03-06-2024 20:04:59,Cisco Nexus 3064 @ NSE-IFSC (172.16.8.21),Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
6424,03-06-2024 20:04:54,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth-1/41 IP-SLA CDC to STT-TECHNOPOLIS  (172.1.2.2) to (172.1.2.1),Down,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:04:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">343 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:04:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">342 Mbit/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:04:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">455 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:04:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">449 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
7032,03-06-2024 20:03:39,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,System Health Other,Up,"<div class=""logmessage"">-1,985 mdBm<div class=""moreicon""></div></div>"
4286,03-06-2024 20:03:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">308 Mbit/s<div class=""moreicon""></div></div>"
5828,03-06-2024 20:03:05,Cisco 9372PX @ BSE-DC3 (172.17.5.1)(5.5.5.129),Cisco IP SLA,Eth-1/40 IP-SLA BSE DC-3 (LIU-27) to NSE (OFC-PNS-Primary) to 172.16.4.1 Eth1/40 (LIU-B43),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6864,03-06-2024 20:02:49,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:02:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">328 Mbit/s<div class=""moreicon""></div></div>"
5828,03-06-2024 20:02:35,Cisco 9372PX @ BSE-DC3 (172.17.5.1)(5.5.5.129),Cisco IP SLA,Eth-1/40 IP-SLA BSE DC-3 (LIU-27) to NSE (OFC-PNS-Primary) to 172.16.4.1 Eth1/40 (LIU-B43),Down,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6941,03-06-2024 20:02:35,C9372PX @ YOTTA POP 172.16.10.3,SNMP Cisco System Health,System Health Other,Up,"<div class=""logmessage"">2,953 mdBm<div class=""moreicon""></div></div>"
6864,03-06-2024 20:02:19,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
4351,03-06-2024 20:02:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">578 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6271,03-06-2024 20:02:14,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6285,03-06-2024 20:01:51,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
